File name,contents,tokens
learning walks_main.docx part126," Ask them what your address is. If you have an address plaque on your building, show them, or look for those plaques on your way. Ask why they think homes need an address? What would we do if we didn't have one? Ask your child if a home is a living or non-living thing and if it was created by nature or humans. What about homes animals live in – nests, dens, holes or forests? Are they nature made . There is a fun print out in Appendix for proper animal home names. Also, watch  to learn about animal home names!Why do animals need homes? What about people?Tell them that ages ago, people used to live in caves. Are caves man made or nature made? Make sure to show your child a picture of cave drawings, there is one in the Appendix. Then wonder together why ancient people made those!Play this game as you walk:Where do we live? – In a houseAnd where is our house? – in let’s say New Jersey ",210
learning walks_main.docx part127,"And where is New Jersey?In the US!Where is the US? – In North AmericaAnd where is North America located? – On Planet Earth.Of course, the older the child, the more engaged they will be and more answers they’ll know. If they aren’t there yet, tell them and talk about it, always great to illustrate on a map or a globe.Now look at homes at houses around you. How many floors does your house have? What about the homes around you? If you live in a multi-level building and there are a lot of tall buildings around you, ask your child why they think people build homes with many floors? What are the benefits of buildings with many floors? Where are they most common? What about homes with 1-2 floors? What are their benefits? Where are these more common? If you know of a construction site in your area, make sure to stop by on your way today. Watch the cranes work, and try to be observant: What is the building being built of? Is there glass? How many floors can you count? How many people are working on this construction  What professions are needed to build a house from design to completion? Why do you think people put in so much time and effort into building houses? Wouldn’t it be easier to just dig a hole like a mouse and live under the ground? Talk about pros and cons. Can you see the windows? Talk about why people usually include windows in the buildings.Are there animals who build complicated multi-level homes? Remember ants? And bees? Termites and moles can have complicated “homes” as well",342
learning walks_main.docx part128,"Interesting story For thousands of years, people moved from place to place, living in tents or even in caves. They traveled in search of food. When people learned how to grow crops and keep livestock, they could settle down in one place. They began building permanent homes.The first homes were simple one-room structures made from clay or wood. Later, people learned to use other materials, such as bricks, cement and glass. But even today, homes look different from place to place. It depends on the climate, weather conditions, and what materials are easier available",114
learning walks_main.docx part129," For example, in New England or Canada people need to worry about preserving warmth in long cold winters, while in Mexico or Arizona they need to worry more about keeping their houses cool, so homes will look different. In Africa trees are scarce, so homes are often built out of mud and grasses. Check out the Appendix for some cool homes around the world!Fun FactsPlaces with No Address: Did you know there are whole countries where most places don’t have an address? E.g., in Ghana most houses don’t have a house number or name, and rarely the street signs are visible. It must be so hard for people who aren’t from there to find things they are looking for! It was so challenging, that someone has actually developed a phone app to help people get around . Costa Rica doesn't have a standardized system of addresses and traditional street names either!Extra assignment for kids 4+: When you get home, take a map or a globe and see where Ghana and Costa Rica are located, and find a way  from your home to that country.Housewarming: The term “housewarming party” comes from a tradition that used to occur before electricity",245
learning walks_main.docx part130," Every time a person built or bought a new home, guests would bring firewood as gifts and light fires in the house’s fireplace. This “christened” the house, and was said to ward off evil spirits.Boat homes: Hong Kong is a crowded city and homes are very expensive. Many people live on small boats, called sampans, which float in the harbor.Olympics: Did you know that Architecture used to be a part of the Olympics, as well as town planning, “mixed sculpturing,” compositions for orchestra!Fun Facts for ParentsWhen we talked about the caves, I mentioned the cave drawings. Here is a fun fact for you, and if your child was interested in talking about the reasons ancient people made those drawings, you can talk to them about this as well: The modern idea that Paleolithic people were depicting nature for more than artistic reasons gained traction at the end of the 19th century and was further developed in the early 20th century by Abbé Henri Breuil, a French Catholic priest and archaeologist. He interpreted the stylistic bison and lions in the cave paintings and carvings of southern France as ritual art designed to bring luck to the hunt, not just as a creative expression.In the 1960s, a journalist–turned–amateur anthropologist proposed one more interesting idea with even more practical purposes for these drawings: They were created for telling time",295
learning walks_main.docx part131,"ImaginariumTell your child that there are some amazing houses in the world and look at the Appendix for some inspiration. Now try to think about what kind of home you’d like to build! They can even try building it with magnetic tiles, cardboard, paper, or simply draw it when you get home, or use chalk. You can use any materials outside as well.Fun activity Draw a “map” with some chalk - a square with a few houses and roads. Draw the numbers of the houses. Use the little toy car you’ve brought to “drive” into house number 1-2-3… You can name the house numbers in a different language if your child is beginning to learn it, or for younger kids you can color them in different colors or even shapes - and have them drive the car to the star shaped house or a blue house. Fun way to work on numbers, shapes, forms, or even languages!Bring a large towel or a sheet outside and build a fort or a home in your backyard or even in a park. Let your child pretend it’s a new home and they are having a housewarming, bring some snacks, or pretend that it’s a bear den!Books to read “A Squash and a Squeeze” by Julia Donaldson –  This is a sweet take on an old Romanian folktale",286
learning walks_main.docx part132," It's cute, rhymy, and illustrated beautifully. A lady lives in a smaller sized home… and a nice lesson to learn ☺“If You Lived Here” by Giles Labroche - for kids 5+ - YouTube read-out-loud“If you lived in the mountains of southern Spain, your bedroom might be carved out of a mountain. If you lived in a village in South Africa, the outside of your house might tell the story of your family. And if you lived in a floating green house in the Netherlands, you could rotate your house to watch both the sunrise and sunset.”“All Kinds of Homes” by Emma Damon No read-out-loud, but maybe you can get it at your local library.Looking at dwellings around the world, this lift-the-flap book explores what homes can look like, what they’re made of, and who lives there. It includes Bedouin tents, Dutch barges,  African mud houses, Moroccan houses with tiled courtyards, glass houses, and more.Some unusual homes around the world – 13 Most Unusual homes in the World – “Water” Walk 18            Before the walk: We’ve talked about the Sun, the rain, living and non-living things, and clouds in our previous walks",293
learning walks_main.docx part133," It’s important to help our kids to not only see secluded subjects, but also notice connections between them, and water is one of the subjects that is a connecting element between many. This approach helps kids develop systemic thinking. It’s very important to develop because it helps grown up people see things in the world as systems and small parts at once – and see how our actions and changes in one part of a system affects the rest. This walk would be great by a lake, river, or at least a pool or a fountain.Let’s begin!Ask your child where we can find water. Can we find water in the ground? In the sky ? What about Antarctica? And how about Death valley and the Sahara desert? How about the Moon or Saturn?When you ask about water in the sky, ask how it is stored there, or maybe they will be interested in a conversation about where the rain comes from.Bring a bottle of water with a few holes poked in the cap from your walk, especially if it’s a sunny day. Use it to make a few drawings on the asphalt and wait them for 5-10 minutes and watch them disappear",240
learning walks_main.docx part134," Where did the water go?Remember that plants need water to grow and “make food”? What about places where it doesn’t rain often? Find a place where the soil is dry on top if you can and look at it. How do plants manage? If your child can’t find an answer, use a stick and dig a bit to show them that inside the soil is likely still wet. Why is it the case that the soil is dry on top but still wet inside? If you live in a drier climate, that’s an excellent segway to talk about drought and lack of water, how it affects the ecosystem, and what we can do about it. It’s perfect to spend this time by a lake or a river, or at least by a pool or a fountain. Ask a few abstract questions: what shape is water? What color is it? If your child tells you it’s white – clarify “white like milk/chalk/cauliflower”? Or if they think it’s blue, then “blue like blue paint”? Use a transparent glass or a jar to get some water in it and see what color it is. Explain the term “transparent”, something we can see through, and then talk about why the water in a pool or a lake looks different when it’s there. Maybe the pool walls are colored blue? Or what could reflect in it? The sky? The trees? Make sure to read the “Interesting Story” before talking about water color so that you could tell your child - it’s relevant!Where can we find water in the world? Sea, ocean, rivers, lakes, pools… Talk about differences between different types of water masses. How big are they? What are the differences: how can you tell the lake from a river? What about a lake from the sea? Can you see the banks everywhere? Which ones are man made? Why would people want to make ponds? Can animals make or change ponds, lakes or rivers? How? If they can’t think about something, tell them that beavers build dams across streams to create a pond where they can build a ""beaver lodge"" to live in",470
learning walks_main.docx part135," Talk about why they do it . If your child is interested in this, check out the experiment section - we’ll watch a couple of videos about beaver dams and they can even build their own dam!Try to figure out where the water in the lake comes from. Ask why does it not disappear like the water we poured on asphalt in the beginning of our walk? Does it only come from rain?Look at the lake/fountain and try to come up with an idea how you could measure the depth without getting into the water. In a smaller fountain or shallower pool, use a stick to measure!What about its width? Maybe by the length of the bridge, or based on how small/big the objects on the other side seem? If you grabbed a sponge from our list on your way out, show your kid how it absorbs water, and then follow by a washcloth, followed by smth non absorbent around you like a rock or a block/tile. Make predictions about what will “take in” more water. Explain using the “tiny humans method” tiny humans the sponge is made with are thirsty and they have lots of space between them. The holes between the sponge “humans” absorb the water, and so the sponge swells up with water. This stops the water coming out of the sponge when you lift it out of the water ",284
learning walks_main.docx part136," When you squeeze the sponge you are forcing the water out of the holes in the sponge.Interesting story There are many amazing and unusual lakes in the world. One of them is a pink lake located in Australia, Lake Hillier. The scientists suspect that the pink color is because of the high level of salt in the water reacting with soda and certain bacteria or algae.There are other interestingly colored bodies of water in the world. The hot springs at Beppu, referred to as the Hells of Beppu, on Japan’s Kyushu Island. The eight springs range in color from turquoise to rust. Chinoike Jigoku  is a must-see—it boils blood red, as its name would suggest",151
learning walks_main.docx part137," Check out the Appendix for more!Fun FactsAsphalt Lakes: Did you know there are lakes in the world that consist of things different from water? For example, the Caribbean island of Trinidad is home to the world's largest deposit of natural asphalt, it’s called Pitch Lake. The surface of the lake is mostly solid and consists of asphalt that one can walk on! There are other asphalt lakes in the world located in Azerbaijan, Oklahoma, California, and Venezuela.Ink Lake: Another unique lake located near the city Sidi Bel Abbes in Algiers  is filled with… ink! There are neither fish nor plants in it, since the ink with which the lake is filled instead of water is poisonous to living organisms and is suitable only for writing. For a long while people had no idea how that is the case. But recently scientists have finally figured out the cause of this phenomenon. There is a chemical reaction that happens from two rivers that flow into the lake. One of them contains a lot of iron salts, and the other contains other elements from the nearby valley. As a result of mixing chemical reactions with the formation of ink, which fills the lake",236
learning walks_main.docx part138," How would you use this ink?ImaginariumWe’ve learned a lot about different types of lakes - made of some crazy colored water, ink, and even asphalt. If you could create any lake of your choice, what would it be made of? Milk? Or hot cocoa? What kind of creatures would live in it? Maybe marshmallow people? What would they need to use to build homes? How would life there be? Can you wash something in it? Why yes or why no?Experiment - more in the Appendix sectionIf your child was interested in the part about beavers making their sheds or dams, watch this video about the reasons why beavers build dams:  Remember, in the very first walk we talked about the things and ideas people borrowed from nature, like the way a helicopter flies? You probably noticed in this video that people build their own dams too, just like beavers! You can even build your own beaver dam if you’d like! Watch this video to see how to do it: . Here is the list of supplies you’d need:A large plastic containerSome sand or mudSome rocks, sticks, and tree bark you can find outsideWaterYour thinking cap :)Books to read“Tiddler” by Julia Donaldson - Not exactly an educational book, but it does take place in the water :) And since Julia Donaldson is my absolute favorite, I couldn’t but recommend it.“Water is Water” by Miranda Paul -  - Lovely read about the water cycle and all different forms and shapes water takes, from rain - to snow - to fog - to mist, and more, it nurtures the sense of wonder.A video about pond habitat: “Birds” Walk 19            Before the walk: Today we’ll be talking about birds. We’ve talked about the animal world already. Ask your child if they think birds are animals, and if they don’t remember, remind them that any alive organism that doesn’t produce food within itself is called an animal. Birds can differ by size, what they eat, where they live, or the color of their feathers",458
learning walks_main.docx part139," For now, ask your child how they think birds are different from other animals, and they will likely point out the wings , and the beak. Point out another difference - birds come from eggs.Make sure to bring some food to feed the birds on your walk today: sunflower seeds, raisins, dried oats or small pieces of fruit such as apples or bananasLet’s begin!Start with asking your kid: “Who do you think there are more of in the world - animals or birds?” . As a visual, you can draw a large circle with a chalk or a pencil and then several smaller circles within the larger circle, explaining that the large circle is animal kingdom, while the smaller ones are birds, reptiles, mammals, insects. This simple exercise is helpful in establishing an understanding of a whole and composite parts.Try to remember as many birds as you know together. Which birds can you see where you live? Where do the other birds you thought about live? Look at the birds’ feet. What do they look like? If you can see some birds who live on the water  - now take a look at their feet",236
learning walks_main.docx part140," Are they different? Ask your child why they think that is? Can you think of other animals with similar “feet”? Remember when we talked about the inventions people “borrowed” from nature? What inventions do you think could be based on these “feet”? How can you tell there are birds around you if you can’t see them?On your walk, try to find a bird’s feather, look at it closely. If you can find a water bird’s feather, pick one up as well. Then try to put them both in the water in a fountain, pond, or when you get home and you’ll likely notice that the feathers of the birds who often interact with water doesn’t get soaked as a different bird’s feather  because it’s oily compared to a regular bird’s feather. Why does this help? Because the oil doesn’t dilute in the water. You can set an experiment at home: pour some oil into water and try to mix it in.Don’t throw the feather away on your walk and bring a few home. Tell your child that years ago, before pens were invented, people used feathers to write. They dipped them in ink and wrote with it",267
learning walks_main.docx part141," Try dipping your feathers into simple acrylic paints or gouache and write / draw! Notice that it has its challenges compared to using a pen or a marker - what are they?Make sure to bring a camera and take some pictures on your walk!Tell your child that there are birds with long legs, very bright colors, or even birds that can’t fly. Ask if they know of any of those! Can you see them where you live?You can play this game. Name a couple of colors and your child needs to guess which bird has those colors. E.g., blue, white and orange for a penguin; pink or orange for a flamingo; black for a crow.Pay attention to specific birds. Most of us can find ducks in towns, cities, or villages we live in",163
learning walks_main.docx part142," Point out that the ones with a green neck are male ducks while the brown ones are female ducks.Interesting story Where do you think the birds come from? Scientists found that today's birds evolved from… dinosaurs! Which makes them modern day dinosaurs! The same way bats are mammals, birds are a strange type of a dino with small, evolved wings who developed an ability to fly. Birds evolved from a group of meat-eating dinosaurs called theropods. That's the same group that Tyrannosaurus rex belonged to, and also a smaller Veloociraptor. Although birds evolved from the smaller theropods, not huge ones like T. rex. Watch this short video from the Natural History Museum to learn a bit more: If your child is interested, you can read more about dino to bird transition here : Fun FactsYou shouldn’t feed the birds bread: Although bread isn't harmful to birds, try not to offer it in large quantities, since its nutritional value is relatively low. A bird that is on a diet of predominantly, or only bread, can suffer from serious vitamin deficiencies, or starve",229
learning walks_main.docx part143," Also, if bread gets moldy, it can be dangerous to birds. And if the chunks of bread are too large, they can actually block the digestive tract. Cuckoo bird: ​​These birds are very famous in Europe because their voice is imitated by cuckoo clocks . This bird is also well known because instead of sitting on its own eggs, it sneaks their eggs in the nests of smaller birds who end up “bringing up” little cuckoos.Pelicans: Pelicans are famous for their throat pouch which they use to catch fish, though different species use it in different ways. This pouch can fit several buckets of fish!Philippine Eagle a.k.a Haring Ibon: A very unusual bird that enjoys eating monkeys for dinner, and has a shaggy brown hairdo that makes him look like he’s been out partying way too much",184
learning walks_main.docx part144," Check out his photo in the Appendix!Penguins: Do you think penguins only live in Antarctica? That’s what most people think because that’s where the large Emperor penguins nest. However, they have plenty of cousins in South Africa, Argentina, and even Australia! They all look different. Make sure to watch an adorable video about tiny penguins from Phillip  island in Australia in the Appendix. And make sure to locate all of those spots on a map!Make Way for Ducklings: There is a statue  dedicated to ducklings located in Boston Public Garden. It’s based on a story about mama and papa ducks raising their baby ducklings. If you are in Boston, visiting Mrs. Mallard and her 8 ducklings is one of the top Boston kids activities for the under-8 set .ImaginariumWhat ability would you like to borrow from the birds? Most kids would think about flying",192
learning walks_main.docx part145," In this case, talk about this new world - what if people could fly? Where would we live? How would our life be different? How would this be possible in the real world?Did you know that many people and companies have been working on developing flying cars? What will change if it happens? What would be good about it? What would be hard about it? What will people have to develop to avoid collisions in mid-air?Experiment Try using the feathers you brought home from your walk to write with gouache or acrylic colors and see how people used to write with ink years ago! You can make some drawings too. You might have to use thicker paper to avoid tears.Books to read“Make Way for Ducklings” by Robert McCloskeyYou can download a .pdf  or watch a A very cute introduction to duck behavior from egg to adult. Anyone who lives in or wants to visit Boston will appreciate the 1940s vision of ducks bringing up their little family on an island in Boston Public Garden.“Moon” Walk 20            Before the walk: Today we’ll be talking about the Moon. It’s great to do this learning walk in the evening when it’s visible, or on a day when you can see the moon in the sky even during daytime, just makes it more fun. If not, ask your child if they’ve ever seen the moon during the day and why they think it is",309
learning walks_main.docx part146,"Let’s begin!First, ask your child: “What do you think the Moon is? What do you think it’s doing in our sky?” Many kids know that the Moon is the satellite of the Earth, but ask them if they know what “the satellite” means? “Is the Moon the only satellite the Earth has?” If they seem interested, explain that satellite is a word for a planet orbiting another planet. Other planets, like Jupiter, have multiple satellites “almost like multiple Moons!) while Earth only has one “natural satellite”. People have created many artificial satellites for other reasons, like phone connection, we can see some of them at night like “moving stars”.On your walk, take a look at the moon  - and tell your child that people didn’t always believe that the Moon is a satellite. For example, several science fiction books take place within a hollow moon inhabited by aliens, so some people believe it’s a real planet and a home for “lunarians”. Also, 50 years ago two Soviet scientists took this idea a step further, and proposed that the moon is actually a shell-like spacecraft built by the aliens with superior technology and intelligence to watch the Earth!What does the Moon look like today? Is it a full circle? Or half a circle? More like a small apple slice? What does it remind you of? Have you seen it look differently before? Come up with your own story why the moon changes its shape through the month. Maybe a cosmic owl bites pieces of it off all months and then puts them back together?If they ask, explain that the new moon happens when the Moon cannot be seen because we are looking at the unlit half of the Moon. The new moon phase occurs when the Moon is directly between the Earth and Sun",386
learning walks_main.docx part147,"Ask your child if they think the Moon shines the light on Earth just like the Sun. Remind them what we discussed about the Sun - we shouldn’t look straight at it because it can hurt our eyes. Is the Moon the same? Then you can explain that the Moon does not emit its own light. We can only see it from Earth because it reflects the light from the Sun! Can you see some “spots” or “blemishes” on the moon? Where do you think they come from? If they don’t know, explain they are called “craters”, they look sort of like tall rings with elevated sides. Wonder together where they came from. Does your child have an idea? Before telling them, turn on your imagination: maybe they used to hold water? Or could they be homes for the creatures who inhabit the moon? Or giant telescopes observing Earth? Then explain that the craters on the Moon are caused by rocks and asteroids hitting the lunar surface. The Moon's surface is covered with thousands of those rings - craters. Build some craters with sand, play doh, or draw them with chalk",239
learning walks_main.docx part148," There is an activity associated with this below as well.Why does the Moon have so many craters compared to the Earth? Remind them about the walk we did on Air and how our Earth is surrounded by an atmosphere, a protection layer. That’s the difference: unlike the Earth, the Moon has no atmosphere to protect itself from impacting bodies, so they have way more craters!Interesting story There is a myth in Peru about a Fox on the Moon. All that this Fox could think about was getting to the Moon. After braiding a grass rope long enough to reach the Moon, he got help from the birds to fly it up to the Moon for him. Then, once that was done, the Fox climbed up the rope. Now the birds say they can see Fox in the Full Moon. Can you? Challenge: Take a picture of the moon on your walk ",180
learning walks_main.docx part149," What do you notice about the Moon in that picture? Can you see some figures in the craters? How about a fox?Moon stories from around the World: Challenge part 2: How do you think one could get to the Moon? You can tell them the stories of Jack with a beanstalk, or Baron Munchausen who used the same means to climb up to the Moon, and then a rope made of straw to come down. What other ideas can you think of?Fun FactsCalendar in the sky: Since it reliably changes its phases, ancient people used the moon as the calendar in the sky. Remember that some scientists believe that the cave drawings were “early almonachs” ? Many of those drawings include the Moon.Home of souls : Some ancient Greeks thought that the moon was the home of the dead, and early Hindus believed that the souls of the dead returned to the moon to await rebirth .Where did it come from: Scientists think that the Moon formed during a collision between the Earth and another small planet, about the size of Mars. The debris  from this collision collected in an orbit around Earth to form the Moon.First man on the moon: We’ve imagined ways to get to the Moon, but did you know people have actually visited it? The first man on the Moon was Neil Armstrong in 1969!Fun Facts for ParentsNazi station on the Moon: After World War II, rumors circulated that German astronauts had not only traveled to the Moon, but established a whole top-secret facility there. A few even speculated that Adolf Hitler actually faked his own death, fled the planet and was able to live for the rest of his days in an underground lunar hideout",347
learning walks_main.docx part150," ImaginariumWe know that we can only see one side of the Moon because of how it rotates around Earth. The other side of the Moon is called “the dark side”. Who do you think could live there? Maybe Selenites ? Or could there be a space station that aliens from a different planet have built there to watch us, people, on Earth? What’s your take?Activity to continue the conversationGrab some rocks on your walk and bring them home. Lay some flour on a tray  and drop the rocks you’ve picked on it for a visual of how meteorites hit the surface of the Moon and how craters are formed! Kids usually love this activity, but it can get messy, so I’d suggest either doing it outside or covering the area around the tray with some plastic wrap.More Moon activities at home ideas: This  is a fun one to consider.Books to read“Papa, Please Get the Moon for Me” by Eric Carle - A little girl named Monica wants the real deal Moon to play with, we follow her Papa as he tries to find a way to bring the moon home to his little girl“The Moon Book” by Gail Gibbons -  - Best features are the section on the phases of the Moon  and the section on gravity and distances between the Moon, Sun, and Earth. As you already know, I love introducing children to different perspectives on things we are pondering, so I really enjoyed the part where this book talked about ancient people’s beliefs that the Moon is a god as it helps to spark up imagination and creative thinking.Cartoon - Peppa the pig goes to the MoonA Trip to the Moon is the twenty-first episode of the third Season of ""Peppa Pig""",372
learning walks_main.docx part151," It is the 126th episode overall. If your kid is into Peppa, a fun episode to watch.“The First Men in the Moon” by H.G. Wells - for grown ups, it’s the book we mentioned above where aliens live in a shallow core of the Moon.https://www.whatdowedoallday.com/five-moon-activities-for-kids/“Chalk” Walk 21          Before the walk: Today we’ll be discovering new things and looking at the world through the lens of a very common object that most of us already have at home and use - chalk",143
learning walks_main.docx part152," The goal is to SHOW things to your child, let them make connections and come to a conclusion on their own, not make it a boring lecture because our idea is to explore and encourage our children’s natural curiosity, bring about the interest in seemingly simple things around us, help develop critical and creative thinking rather than spoon feed the knowledge. So try to show, ask questions, wonder together and only insert some information sparingly through interesting stories and fun facts.Grab the items from our Checklist, and let’s get started!Let’s begin!We have two options to begin this Walk. One is reading the book from our list . It’s absolutely fabulous to open up some imagination and get some ideas to draw and create stories as you make some drawings on your walk . Or just start talking for option two and before you head out, ask your child what they think chalk is and where it came from. Let’s try and work on making hypotheses together: for instance, chalk is multicolored, maybe it’s made with some shredded crayons? It becomes soft when you press on it, could it be pressed coconut or pressed milk? The idea is to not only share your guesses, but also try to provide a justification for them, explain WHY you think so. When it feels like you are done guessing, you can tell your child what chalk really is",285
learning walks_main.docx part153,"Did you know that once upon a time chalk used to be alive and live in the ocean?! Chalk actually comes from nature. It is a soft, white type of limestone, and later on people add coloring to it to make it colorful. It originally formed deep under the sea by the compression of tiny sea creatures, plankton that had settled to the sea floor.Only if your child is interested, you can tell them those marine creatures are called “foraminifera”, “coccoliths”, and “rhabdoliths”Now it’s time to get that chalk out! Make sure to leave one or two new pieces of chalk in the box - to compare them later. Before you approach your destination, ask your child to stand still for a few moments  and use chalk to draw around their feet and then their shadow. Now keep on walking - and make sure to stop by the same spot again on your way back. When you come back, ask them to stand in the same spot  and notice that the shadow shifted and changed its shape. Remind them you already did it for the walk on Shadows - do they remember why it changed? You can play bubble hopscotch , chalk twister  - just make a bunch of multicolored shapes with chalk and play like a regular Twister game",278
learning walks_main.docx part154," My favorite chalk activity that helps work on creative thinking is called Venger drawings. Draw a circle - and have your child come up with what it could be. Maybe a pizza? Or sun, or a face, or even Santa’s belly - now draw around it to follow through. Draw a triangle - maybe it’s the roof of a house, or a birthday cone, you name it. With younger kids, draw with them, with older kids you can make two shapes, face away from each other and each person needs to make their own drawing and then see who thought of what!After you are done, bring the chalk back and compare it to the piece or pieces you’ve left in the box - how are they different? The child will likely notice that the pieces you’ve left are shorter. Ask where he or she thinks the chalk went to? Now look at your hands  - notice some chalk is left there.Another activity you can do on your walk is a scavenger hunt. Draw several items that your child can effectively find around you – leaves, grass, dandelions, rocks, a flower, etc",234
learning walks_main.docx part155," Once they find the item, they can bring it to the image and set it on top, or they can just put a big chalk “X” through it until they have located them all. For kids 4+ and more of a challenge you can work on their numeracy skills at the same time by asking for 5 leaves, 4 dandelions, 3 rocks, 2 pine cones, etc.Interesting story Chalk is often found in the sea since it consists of marine creatures and green algae that lived floating in the upper levels of the ocean. When the algae died, their remains sank to the bottom of the ocean and combined with the remains of other creatures to form the chalk that forms chalk and limestone cliffs today.Chalk deposits occur in western Europe south of Sweden and in England, notably in the chalk cliffs of Dover along the English Channel  Other deposits occur in the United States from South Dakota south to Texas and eastward to Alabama. So sometimes chalk is found on land even though it originates from sea creatures…Why do you think that could be?Fun FactsChalk and Police: Chalk was used by the police to detect fingerprints! Now different powders are often used. You can play detectives by using some leftover chalk powder to “detect fingerprints” and figure out who committed a crime - e.g",271
learning walks_main.docx part156,", stole a cookie!Chalk and Sports: Chalk is often used by athletes, gymnasts, and rock climbers to help them keep their palms dry.Fun Facts for ParentsNatural Chalk is Edible: Chalk is edible, and some people actually like to eat it. However, the chalk sold at the stores has a lot of additives, and it’s only non-toxic in small amounts, so only share this piece of information with your child if you know they won’t actually eat it if they hear it. Chalk and babies: Chalk is a great art product for all seasons and a great supply to have on hand to introduce to your baby as soon as he/she is old enough to sit up unassisted and grasp onto the chalk. Both sidewalk and blackboard chalk are made from calcium carbonate or calcium sulfate, and are considered non-toxic in small amounts. If large amounts are eaten, it can be irritating to the stomach and cause vomiting. Chalk can be a choking hazard for very young children, so please don’t leave them with chalk without supervision.ImaginariumWhat if people started to build chalk houses and chalk cities - how would it change our life? Would we need to paint the walls? Or just pick the right chalk color? How would our life be different? What if our fingers were made out of chalk - how would we get dressed? Or eat? Would we need pens or crayons?Experiment Make predictions about what would happen if chalk is painted over with some water",318
learning walks_main.docx part157," Write out your child’s name, letters you are working on, etc. Give them a cup/bottle with some water and a paintbrush, as long as you don’t mind them getting a little dirty, and ask them to “paint” their name, specific letters you’ve identified, and drawings with water. Kids love watching the chalk magically transform as they do so. Books to read“Chalk” by Bill Thompson -  - Wonderful book for imaginative kids . No words, just pictures, and this read-out-loud has lovely and very fitting music.It allows the child to use the picture visuals to create descriptive language in order to tell their original story. There are a lot of questions you can ask as well as you read or watch it, such as: ""How are they feeling?"" - emotional intelligence development and feeling recognition; ""Why do you think he's drawing a rain cloud?"" - critical thinking and connection building; ""What do you think will happen next?"" - creativity development. The pictures are vibrant and each child can make their very own story on your walk!AppendixWalk 1 Created by Nature or HumansA few additional ideas to continue the conversation at home",252
learning walks_main.docx part158," You can collect any leaves, flowers  and rocks on your way and then use your imagination to create something fun, which is great for developing creativity OR you can look at these pictures and specifically look for objects that you can use to work on a similar project, which is helpful to work on systemic processing. See what works best for your kids :Walk 2 ShadowsShadow doodle ideasThese funny and clever 'Shadow Doodles' are created by Vincent Bal. A Belgium filmmaker who loves to transforms the shadows of everyday objects into playful illustrations. His Instagram for inspiration : A few pictures from our experiments with Shadows discussed in the Walk:Walk 3 SkyCloud watching funLook at these clouds with your little ones. I used the Markup option on my phone’s Photo App to draw around the first one and show my daughter the puppy I was talking about. You can take some pictures of clouds, print them out at home and use some markers to see what fun shapes you can come up with! Here is some inspiration:This one could be a bird… or an airplane!Amazing and unusual cloudsDid you know there is such thing as a “new” guy on the block when it comes to clouds? Asperatus – an official new cloud since 2017, most common in Tasmania region  Asperatus is so rare that they only appeared in the 21st century  or at least that’s the first time someone noticed them. British “Cloud Appreciation Society” spent 10 years to add this type of cloud as an official type of clouds to the list!Here are some more unusual clouds! This one was spotted in Canada.This one was right above a volcano and people thought it was a UFO!Have you ever heard about “cloud streets”?Walk 6 TreeeThe colorful bark of Eucalyptus deglupta, widely known as ""Rainbow Eucalyptus,"" on Maui's Road to Hana",398
learning walks_main.docx part159,"North America's bristlecone pines are especially long-lived, and one in California that's 4,848 years old  was considered the planet's oldest individual tree until 2013, when researchers announced they'd found another bristlecone that sprouted 5,062 years ago. Picture named “Gnarly” by Rick Goldwaser: Walk 7 Sticks, Twigs, and ChangePretty and eye appealing, this simple twig candle holder, with instructions by  will be a favorite homemade craft.Fun craft to make your own arrows  with sticks, beads, and feathers if your child gets interested in this subject.Use a stick or several twigs you find, glue it to a piece of paper, and then use colors, buttons, pieces of fabric, wrapping or tissue paper to make multicolored leaves.For more on how we can get a snapshot of the Earth’s climate through annual rings here:Walk 8 MapAn example of a Google map printout with some markings Primitive Map Symbols Walk 9 RainWilliam Rankin - more info about the pilot and his fall through the thunder cloud for those who are interested.The “Cloud Harp” See this link for more information about the  in Pittsburgh. Also, watch this A few more activities for a rainy day – Inspiration and IdeasDecorating a puddle and making a puddle soup ☺Heart shaped puddle! Reflections!What did you find reflecting in the puddle?!Walk 10 SunHow to make the simplest Sun catcher with glue and colors:Water / oil / blubber experimentWalk 12 Boating, Sailing and FloatingSome of our fun floating experimentsWalk 13 Coffee and Coffee CupsPaper Cup phone            Paper cup castleSome fun craft ideas if you have time on your hands: Pomp om thrower craft:Walk 14 AntsAphid Honeypot AntWalk 15 MailThe Milkwood tree in South Africa & monument to the boot that served as a mailbox More creative ideas about mail if you need some: Walk 16 Plants vs. AnimalsPitcher PlantAll that’s left of unfortunate frogs caught by this plant are little frog slippers—the skin on the frogs’ feet is the only part the plant doesn’t digest",472
